,Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial,year,land_type,data_type
4,ANTIOQUIA,AMAGA,HLAD,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
5,ANTIOQUIA,AMAGA,EPMD,usuarios Empresa Departamento y Municipio,2969,1623,289,123,108,37,5149,126,173,31,4,334.0,2018,Rural,Suscriptores
6,ANTIOQUIA,AMAGA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
7,ANTIOQUIA,AMALFI,EPMD,usuarios Empresa Departamento y Municipio,1731,1006,272,23,17,12,3061,17,41,60,10,128.0,2018,Rural,Suscriptores
8,ANTIOQUIA,ANDES,EPMD,usuarios Empresa Departamento y Municipio,985,5525,732,58,4,0,7304,156,198,85,5,444.0,2018,Rural,Suscriptores
9,ANTIOQUIA,ANDES,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,1,1.0,2018,Rural,Suscriptores
10,ANTIOQUIA,ANGELOPOLIS,EPMD,usuarios Empresa Departamento y Municipio,702,575,65,11,1,0,1354,63,31,23,2,119.0,2018,Rural,Suscriptores
11,ANTIOQUIA,ANGOSTURA,EPMD,usuarios Empresa Departamento y Municipio,2067,1169,67,3,0,0,3306,58,84,48,1,191.0,2018,Rural,Suscriptores
12,ANTIOQUIA,ANORI,EPMD,usuarios Empresa Departamento y Municipio,1439,689,66,13,1,0,2208,26,56,61,7,150.0,2018,Rural,Suscriptores
13,ANTIOQUIA,ANZA,EPMD,usuarios Empresa Departamento y Municipio,952,827,49,7,1,1,1837,7,14,21,3,45.0,2018,Rural,Suscriptores
14,ANTIOQUIA,APARTADO,DCLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
15,ANTIOQUIA,APARTADO,EDCD,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
16,ANTIOQUIA,APARTADO,EPMD,usuarios Empresa Departamento y Municipio,3101,474,102,24,1,0,3702,109,90,56,7,262.0,2018,Rural,Suscriptores
17,ANTIOQUIA,APARTADO,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,2,0,0,0,2.0,2018,Rural,Suscriptores
18,ANTIOQUIA,APARTADO,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
19,ANTIOQUIA,APARTADO,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
20,ANTIOQUIA,ARBOLETES,EPMD,usuarios Empresa Departamento y Municipio,4426,296,38,21,5,1,4787,3,34,45,31,113.0,2018,Rural,Suscriptores
21,ANTIOQUIA,ARBOLETES,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
22,ANTIOQUIA,ARGELIA,EPMD,usuarios Empresa Departamento y Municipio,579,620,56,0,0,0,1255,1,3,51,3,58.0,2018,Rural,Suscriptores
23,ANTIOQUIA,ARMENIA,EPMD,usuarios Empresa Departamento y Municipio,121,923,86,27,2,1,1160,10,18,16,3,47.0,2018,Rural,Suscriptores
24,ANTIOQUIA,BARBOSA,EPMD,usuarios Empresa Departamento y Municipio,1971,6783,815,313,142,94,10118,55,204,77,12,348.0,2018,Rural,Suscriptores
25,ANTIOQUIA,BARBOSA,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
26,ANTIOQUIA,BELLO,DCLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
27,ANTIOQUIA,BELLO,ENDC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
28,ANTIOQUIA,BELLO,EPMD,usuarios Empresa Departamento y Municipio,5495,2475,421,175,47,18,8631,77,250,27,7,361.0,2018,Rural,Suscriptores
29,ANTIOQUIA,BELLO,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
30,ANTIOQUIA,BELLO,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
31,ANTIOQUIA,BELLO,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
32,ANTIOQUIA,BELLO,TPLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
33,ANTIOQUIA,BELLO,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
34,ANTIOQUIA,BELMIRA,EPMD,usuarios Empresa Departamento y Municipio,161,830,281,52,2,1,1327,116,154,14,2,286.0,2018,Rural,Suscriptores
35,ANTIOQUIA,BETANIA,EPMD,usuarios Empresa Departamento y Municipio,206,1118,270,14,0,1,1609,77,30,25,1,133.0,2018,Rural,Suscriptores
36,ANTIOQUIA,BETULIA,EPMD,usuarios Empresa Departamento y Municipio,2659,819,245,186,1,5,3915,60,43,41,7,151.0,2018,Rural,Suscriptores
37,ANTIOQUIA,BETULIA,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
38,ANTIOQUIA,BRICENO,EPMD,usuarios Empresa Departamento y Municipio,864,614,70,11,2,0,1561,31,18,40,5,94.0,2018,Rural,Suscriptores
39,ANTIOQUIA,BURITICA,EPMD,usuarios Empresa Departamento y Municipio,1145,736,26,1,0,0,1908,20,40,36,1,97.0,2018,Rural,Suscriptores
40,ANTIOQUIA,CACERES,EPMD,usuarios Empresa Departamento y Municipio,1677,187,88,17,4,1,1974,2,26,42,5,75.0,2018,Rural,Suscriptores
41,ANTIOQUIA,CAICEDO,EPMD,usuarios Empresa Departamento y Municipio,1257,1010,65,0,0,0,2332,0,6,28,2,36.0,2018,Rural,Suscriptores
42,ANTIOQUIA,CALDAS,EPMD,usuarios Empresa Departamento y Municipio,1927,3236,319,156,32,6,5676,68,156,29,4,257.0,2018,Rural,Suscriptores
43,ANTIOQUIA,CALDAS,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,1,4,1,6.0,2018,Rural,Suscriptores
44,ANTIOQUIA,CALDAS,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
45,ANTIOQUIA,CALDAS,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
46,ANTIOQUIA,CALDAS,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
47,ANTIOQUIA,CAMPAMENTO,EPMD,usuarios Empresa Departamento y Municipio,451,1293,3,4,0,0,1751,78,44,45,3,170.0,2018,Rural,Suscriptores
48,ANTIOQUIA,CANASGORDAS,EPMD,usuarios Empresa Departamento y Municipio,1780,2124,71,4,0,0,3979,7,63,83,8,161.0,2018,Rural,Suscriptores
49,ANTIOQUIA,CARACOLI,EPMD,usuarios Empresa Departamento y Municipio,359,339,30,1,1,0,730,9,16,18,2,45.0,2018,Rural,Suscriptores
50,ANTIOQUIA,CARACOLI,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
51,ANTIOQUIA,CARAMANTA,EPMD,usuarios Empresa Departamento y Municipio,185,751,70,5,1,2,1014,5,21,26,2,54.0,2018,Rural,Suscriptores
52,ANTIOQUIA,CAREPA,EPMD,usuarios Empresa Departamento y Municipio,3054,851,182,24,0,1,4112,134,125,48,22,329.0,2018,Rural,Suscriptores
53,ANTIOQUIA,CAREPA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
54,ANTIOQUIA,CAROLINA,EPMD,usuarios Empresa Departamento y Municipio,124,165,87,30,12,11,429,10,29,16,0,55.0,2018,Rural,Suscriptores
55,ANTIOQUIA,CAUCASIA,EDCD,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
56,ANTIOQUIA,CAUCASIA,ENDC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
57,ANTIOQUIA,CAUCASIA,EPMD,usuarios Empresa Departamento y Municipio,4062,342,143,144,4,0,4695,21,113,93,12,239.0,2018,Rural,Suscriptores
58,ANTIOQUIA,CAUCASIA,CCOC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
59,ANTIOQUIA,CAUCASIA,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
60,ANTIOQUIA,CAUCASIA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
61,ANTIOQUIA,CHIGORODO,EPMD,usuarios Empresa Departamento y Municipio,2117,589,98,34,4,15,2857,57,58,37,6,158.0,2018,Rural,Suscriptores
62,ANTIOQUIA,CHIGORODO,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
63,ANTIOQUIA,CISNEROS,EPMD,usuarios Empresa Departamento y Municipio,158,411,105,17,4,0,695,33,12,17,2,64.0,2018,Rural,Suscriptores
64,ANTIOQUIA,CIUDAD BOLIVAR,EPMD,usuarios Empresa Departamento y Municipio,687,1862,660,84,11,2,3306,129,142,39,4,314.0,2018,Rural,Suscriptores
65,ANTIOQUIA,COCORNA,EPMD,usuarios Empresa Departamento y Municipio,1172,3099,264,13,0,0,4548,18,103,70,9,200.0,2018,Rural,Suscriptores
66,ANTIOQUIA,COCORNA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
67,ANTIOQUIA,CONCEPCION,EPMD,usuarios Empresa Departamento y Municipio,337,708,195,10,3,1,1254,5,17,22,2,46.0,2018,Rural,Suscriptores
68,ANTIOQUIA,CONCORDIA,EPMD,usuarios Empresa Departamento y Municipio,655,2544,427,53,13,5,3697,139,71,52,3,265.0,2018,Rural,Suscriptores
69,ANTIOQUIA,COPACABANA,EPMD,usuarios Empresa Departamento y Municipio,685,4306,682,369,166,122,6330,93,167,24,8,292.0,2018,Rural,Suscriptores
70,ANTIOQUIA,COPACABANA,NRCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
71,ANTIOQUIA,DABEIBA,EPMD,usuarios Empresa Departamento y Municipio,2307,762,40,2,0,0,3111,2,18,83,6,109.0,2018,Rural,Suscriptores
72,ANTIOQUIA,DONMATIAS,ENDC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
73,ANTIOQUIA,DONMATIAS,EPMD,usuarios Empresa Departamento y Municipio,440,1918,559,137,25,2,3081,162,292,72,1,527.0,2018,Rural,Suscriptores
74,ANTIOQUIA,DONMATIAS,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
75,ANTIOQUIA,EBEJICO,EPMD,usuarios Empresa Departamento y Municipio,3097,655,112,19,3,20,3906,23,41,42,4,110.0,2018,Rural,Suscriptores
76,ANTIOQUIA,EL BAGRE,EPMD,usuarios Empresa Departamento y Municipio,2591,12,0,2,0,0,2605,0,17,47,19,83.0,2018,Rural,Suscriptores
77,ANTIOQUIA,EL BAGRE,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
78,ANTIOQUIA,EL CARMEN DE VIBORAL,EPMD,usuarios Empresa Departamento y Municipio,766,4394,1453,241,99,39,6992,118,129,54,8,309.0,2018,Rural,Suscriptores
79,ANTIOQUIA,EL CARMEN DE VIBORAL,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
80,ANTIOQUIA,EL SANTUARIO,EPMD,usuarios Empresa Departamento y Municipio,342,2467,1467,107,36,1,4420,31,60,40,3,134.0,2018,Rural,Suscriptores
81,ANTIOQUIA,EL SANTUARIO,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
82,ANTIOQUIA,ENTRERRIOS,EPMD,usuarios Empresa Departamento y Municipio,255,430,482,228,126,117,1638,228,332,19,0,579.0,2018,Rural,Suscriptores
83,ANTIOQUIA,ENVIGADO,DCLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
84,ANTIOQUIA,ENVIGADO,ENDC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
85,ANTIOQUIA,ENVIGADO,EPMD,usuarios Empresa Departamento y Municipio,102,1057,268,441,410,336,2614,266,319,26,16,627.0,2018,Rural,Suscriptores
86,ANTIOQUIA,ENVIGADO,NRCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
87,ANTIOQUIA,ENVIGADO,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
88,ANTIOQUIA,ENVIGADO,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
89,ANTIOQUIA,ENVIGADO,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
90,ANTIOQUIA,ENVIGADO,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
91,ANTIOQUIA,FREDONIA,EPMD,usuarios Empresa Departamento y Municipio,2205,1462,696,252,203,47,4865,124,115,45,7,291.0,2018,Rural,Suscriptores
92,ANTIOQUIA,FRONTINO,EPMD,usuarios Empresa Departamento y Municipio,1580,1551,131,7,0,5,3274,19,90,54,6,169.0,2018,Rural,Suscriptores
93,ANTIOQUIA,GIRALDO,EPMD,usuarios Empresa Departamento y Municipio,694,386,15,0,0,0,1095,2,8,17,1,28.0,2018,Rural,Suscriptores
94,ANTIOQUIA,GIRARDOTA,CHVC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
95,ANTIOQUIA,GIRARDOTA,ENDC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
96,ANTIOQUIA,GIRARDOTA,EPSD,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
97,ANTIOQUIA,GIRARDOTA,EPMD,usuarios Empresa Departamento y Municipio,981,5760,604,263,115,103,7826,134,216,40,7,397.0,2018,Rural,Suscriptores
98,ANTIOQUIA,GIRARDOTA,NRCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,2,0,0,0,2.0,2018,Rural,Suscriptores
99,ANTIOQUIA,GIRARDOTA,ETTC,usuarios Empresa Departamento y Municipio,0,1,0,0,0,0,1,2,0,0,0,2.0,2018,Rural,Suscriptores
100,ANTIOQUIA,GIRARDOTA,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
101,ANTIOQUIA,GIRARDOTA,ITLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
102,ANTIOQUIA,GIRARDOTA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
103,ANTIOQUIA,GOMEZ PLATA,EPMD,usuarios Empresa Departamento y Municipio,906,1146,130,33,11,6,2232,25,60,42,0,127.0,2018,Rural,Suscriptores
104,ANTIOQUIA,GOMEZ PLATA,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
105,ANTIOQUIA,GRANADA,EPMD,usuarios Empresa Departamento y Municipio,626,1874,148,9,0,0,2657,4,15,55,1,75.0,2018,Rural,Suscriptores
106,ANTIOQUIA,GUADALUPE,EPMD,usuarios Empresa Departamento y Municipio,479,1125,35,2,0,0,1641,36,48,52,2,138.0,2018,Rural,Suscriptores
107,ANTIOQUIA,GUARNE,EPSD,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
108,ANTIOQUIA,GUARNE,EPMD,usuarios Empresa Departamento y Municipio,2127,6110,3377,772,218,9,12613,113,372,58,17,560.0,2018,Rural,Suscriptores
109,ANTIOQUIA,GUARNE,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,4,0,0,0,4.0,2018,Rural,Suscriptores
110,ANTIOQUIA,GUARNE,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
111,ANTIOQUIA,GUARNE,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
112,ANTIOQUIA,GUATAPE,EPMD,usuarios Empresa Departamento y Municipio,104,756,322,106,21,24,1333,6,57,24,7,94.0,2018,Rural,Suscriptores
113,ANTIOQUIA,HELICONIA,EPMD,usuarios Empresa Departamento y Municipio,409,1143,112,18,6,1,1689,21,37,25,2,85.0,2018,Rural,Suscriptores
114,ANTIOQUIA,HISPANIA,EPMD,usuarios Empresa Departamento y Municipio,81,428,78,17,1,0,605,36,14,12,2,64.0,2018,Rural,Suscriptores
115,ANTIOQUIA,ITAGUI,DCLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
116,ANTIOQUIA,ITAGUI,ENDC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
117,ANTIOQUIA,ITAGUI,EPSD,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
118,ANTIOQUIA,ITAGUI,EPMD,usuarios Empresa Departamento y Municipio,3174,4843,10,8,0,2,8037,91,678,13,23,805.0,2018,Rural,Suscriptores
119,ANTIOQUIA,ITAGUI,NRCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
120,ANTIOQUIA,ITAGUI,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
121,ANTIOQUIA,ITAGUI,ISGC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
122,ANTIOQUIA,ITAGUI,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
123,ANTIOQUIA,ITAGUI,TPLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
124,ANTIOQUIA,ITAGUI,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
125,ANTIOQUIA,ITUANGO,EPMD,usuarios Empresa Departamento y Municipio,2911,703,83,19,4,0,3720,25,24,76,7,132.0,2018,Rural,Suscriptores
126,ANTIOQUIA,JARDIN,EPMD,usuarios Empresa Departamento y Municipio,491,1819,265,15,0,0,2590,38,49,33,3,123.0,2018,Rural,Suscriptores
127,ANTIOQUIA,JARDIN,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,1,1.0,2018,Rural,Suscriptores
128,ANTIOQUIA,JERICO,EPMD,usuarios Empresa Departamento y Municipio,828,876,155,152,4,2,2017,20,59,34,3,116.0,2018,Rural,Suscriptores
129,ANTIOQUIA,JERICO,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
130,ANTIOQUIA,LA CEJA,EPMD,usuarios Empresa Departamento y Municipio,451,1310,1205,602,534,24,4126,155,237,66,20,478.0,2018,Rural,Suscriptores
131,ANTIOQUIA,LA CEJA,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
132,ANTIOQUIA,LA CEJA,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
133,ANTIOQUIA,LA CEJA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
134,ANTIOQUIA,LA ESTRELLA,DCLC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
135,ANTIOQUIA,LA ESTRELLA,EPMD,usuarios Empresa Departamento y Municipio,1406,6218,721,202,83,35,8665,282,402,18,16,718.0,2018,Rural,Suscriptores
136,ANTIOQUIA,LA ESTRELLA,NRCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,2,0,0,0,2.0,2018,Rural,Suscriptores
137,ANTIOQUIA,LA ESTRELLA,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,4,0,0,0,4.0,2018,Rural,Suscriptores
138,ANTIOQUIA,LA ESTRELLA,PEEC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,0,0,0,0,0.0,2018,Rural,Suscriptores
139,ANTIOQUIA,LA ESTRELLA,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
140,ANTIOQUIA,LA PINTADA,EPMD,usuarios Empresa Departamento y Municipio,97,200,113,59,34,17,520,14,31,1,1,47.0,2018,Rural,Suscriptores
141,ANTIOQUIA,LA UNION,EPMD,usuarios Empresa Departamento y Municipio,483,2057,960,36,9,0,3545,68,222,29,5,324.0,2018,Rural,Suscriptores
142,ANTIOQUIA,LA UNION,ETTC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
143,ANTIOQUIA,LA UNION,GNCC,usuarios Empresa Departamento y Municipio,0,0,0,0,0,0,0,1,0,0,0,1.0,2018,Rural,Suscriptores
144,ANTIOQUIA,LIBORINA,EPMD,usuarios Empresa Departamento y Municipio,1770,1290,95,2,0,0,3157,9,82,46,5,142.0,2018,Rural,Suscriptores
145,ANTIOQUIA,MACEO,EPMD,usuarios Empresa Departamento y Municipio,909,1165,85,10,6,0,2175,16,66,36,2,120.0,2018,Rural,Suscriptores
146,ANTIOQUIA,MARINILLA,EPMD,usuarios Empresa Departamento y Municipio,2039,2245,2417,528,149,6,7384,57,113,42,8,220.0,2018,Rural,Suscriptores
