,Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial,year,land_type,data_type
17,ANTIOQUIA,APARTADO,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,386707417.0,0.0,0.0,0.0,3305369402.0,2018,Rural,Total Facturado
18,ANTIOQUIA,APARTADO,PEEC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72297540.0,2018,Rural,Total Facturado
19,ANTIOQUIA,APARTADO,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,183927690.0,2018,Rural,Total Facturado
20,ANTIOQUIA,ARBOLETES,EPMD,Total Facturado Empresa Departamento y Municipio,1403516531.72,146437541.88,31900783.26,24610727.36,6305763.37,2249218.48,4504538713,13736901.55,38231722.03,39404529.63,369054106.63,2314447410.96,2018,Rural,Total Facturado
21,ANTIOQUIA,ARBOLETES,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62872029.0,2018,Rural,Total Facturado
22,ANTIOQUIA,ARGELIA,EPMD,Total Facturado Empresa Departamento y Municipio,107044288.17,140598357.93,7752836.82,0.0,0.0,0.0,662538085,922333.4,540506.53,22093485.57,34187122.24,273323339.16,2018,Rural,Total Facturado
23,ANTIOQUIA,ARMENIA,EPMD,Total Facturado Empresa Departamento y Municipio,37160934.0,307764152.39,43992319.89,23575390.88,2224407.34,1005251.54,520232476,29583796.94,12488096.95,4344736.35,47998370.1,248552180.58,2018,Rural,Total Facturado
24,ANTIOQUIA,BARBOSA,EPMD,Total Facturado Empresa Departamento y Municipio,762250832.36,3369951574.48,654247656.95,403380810.02,223971161.45,214934536.64,8971299235,5319974708.65,1054804838.77,652860980.95,811659863.11,13737842861.92,2018,Rural,Total Facturado
25,ANTIOQUIA,BARBOSA,ISGC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25355657852.0,2018,Rural,Total Facturado
26,ANTIOQUIA,BELLO,DCLC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,220565600.0,2018,Rural,Total Facturado
27,ANTIOQUIA,BELLO,ENDC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,659659400.0,2018,Rural,Total Facturado
28,ANTIOQUIA,BELLO,EPMD,Total Facturado Empresa Departamento y Municipio,2099957312.17,1599582694.47,383417225.02,219624706.01,59723638.26,19057618.23,84545008546,1103013609.09,1144402547.38,453322442.36,35819513.47,81941961950.92,2018,Rural,Total Facturado
29,ANTIOQUIA,BELLO,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,177994050,0.0,0.0,0.0,0.0,1036090791.0,2018,Rural,Total Facturado
30,ANTIOQUIA,BELLO,ISGC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,604854242.0,2018,Rural,Total Facturado
31,ANTIOQUIA,BELLO,PEEC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86581293.0,2018,Rural,Total Facturado
32,ANTIOQUIA,BELLO,TPLC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86466559.0,2018,Rural,Total Facturado
33,ANTIOQUIA,BELLO,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3776608530.0,2018,Rural,Total Facturado
34,ANTIOQUIA,BELMIRA,EPMD,Total Facturado Empresa Departamento y Municipio,86311997.89,553134381.46,291364138.23,64025128.7,1452735.95,280024.26,1401484589,396126629.69,218762286.07,11840878.05,33563123.11,1214636575.71,2018,Rural,Total Facturado
35,ANTIOQUIA,BETANIA,EPMD,Total Facturado Empresa Departamento y Municipio,68573381.1,485878918.32,152742128.19,9252125.73,0.0,1146867.24,1032213785,137585007.16,25388548.32,7507249.85,39903902.48,708679100.13,2018,Rural,Total Facturado
36,ANTIOQUIA,BETULIA,EPMD,Total Facturado Empresa Departamento y Municipio,828200657.11,288104568.6,106043700.09,78812911.2,449873.97,11943762.53,1733440485,117842436.96,22076441.52,28061538.62,46356807.75,930388812.99,2018,Rural,Total Facturado
37,ANTIOQUIA,BETULIA,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38281946.0,2018,Rural,Total Facturado
38,ANTIOQUIA,BRICENO,EPMD,Total Facturado Empresa Departamento y Municipio,200741868.44,146429045.64,19348302.62,3568754.43,1547224.93,0.0,748020758,29668103.27,26360004.45,17824501.55,38623078.51,406362017.61,2018,Rural,Total Facturado
39,ANTIOQUIA,BURITICA,EPMD,Total Facturado Empresa Departamento y Municipio,238405694.43,236128530.38,14309746.57,77107.31,0.0,0.0,901101375,1041073580.2,35487690.09,28281308.5,29739887.4,6060354856.41,2018,Rural,Total Facturado
40,ANTIOQUIA,CACERES,EPMD,Total Facturado Empresa Departamento y Municipio,550427346.27,125332333.39,107137561.41,18760780.89,8382826.11,609452.66,4069610841,9603137.24,23212902.64,450643036.08,532815.34,13813997458.23,2018,Rural,Total Facturado
41,ANTIOQUIA,CAICEDO,EPMD,Total Facturado Empresa Departamento y Municipio,283217439.15,211141001.39,11649384.54,0.0,0.0,0.0,551317834,0.0,1707984.57,11569104.65,15824902.94,232790399.16,2018,Rural,Total Facturado
42,ANTIOQUIA,CALDAS,EPMD,Total Facturado Empresa Departamento y Municipio,909094558.81,1800753165.2,284540490.09,162301313.32,34147253.67,8853226.41,13397827423,1633690341.07,433398493.39,209359027.45,6364002.49,17187386646.6,2018,Rural,Total Facturado
43,ANTIOQUIA,CALDAS,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12853058.0,13170233.0,60398052.0,397606114.0,2018,Rural,Total Facturado
44,ANTIOQUIA,CALDAS,ISGC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3853098006.0,2018,Rural,Total Facturado
45,ANTIOQUIA,CALDAS,PEEC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8602794.0,2018,Rural,Total Facturado
46,ANTIOQUIA,CALDAS,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50644600.0,2018,Rural,Total Facturado
47,ANTIOQUIA,CAMPAMENTO,EPMD,Total Facturado Empresa Departamento y Municipio,135376491.14,481457956.31,740559.07,3371817.54,0.0,0.0,1199176220,197669723.19,47497997.96,28940076.54,760184.73,824579901.43,2018,Rural,Total Facturado
48,ANTIOQUIA,CANASGORDAS,EPMD,Total Facturado Empresa Departamento y Municipio,436344504.09,558914978.42,17558527.06,387853.88,0.0,0.0,1335454203,15239518.24,98538901.09,38800825.27,57936648.03,849940728.34,2018,Rural,Total Facturado
49,ANTIOQUIA,CARACOLI,EPMD,Total Facturado Empresa Departamento y Municipio,105778057.21,123352041.79,15890172.67,406386.67,1012288.16,0.0,510922543,39220226.16,4530036.16,11308935.11,30148697.58,438632562.56,2018,Rural,Total Facturado
50,ANTIOQUIA,CARACOLI,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57000082.0,2018,Rural,Total Facturado
51,ANTIOQUIA,CARAMANTA,EPMD,Total Facturado Empresa Departamento y Municipio,51311433.73,202088295.53,19626737.65,1666146.61,951439.27,3990337.21,473067155,3406833.72,28547852.35,5712836.84,42716398.45,422780052.56,2018,Rural,Total Facturado
52,ANTIOQUIA,CAREPA,EPMD,Total Facturado Empresa Departamento y Municipio,1270598750.85,524705492.54,144377979.94,19621426.87,0.0,0.0,9151620087,3172435810.51,699286452.57,1370349985.38,348030204.64,12628940851.55,2018,Rural,Total Facturado
53,ANTIOQUIA,CAREPA,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,353354940.0,2018,Rural,Total Facturado
54,ANTIOQUIA,CAROLINA,EPMD,Total Facturado Empresa Departamento y Municipio,43724187.47,77033129.1,46727284.89,35840492.29,8558874.74,6583411.37,536081004,31428371.84,50033012.12,13119839.59,0.0,1050719222.19,2018,Rural,Total Facturado
55,ANTIOQUIA,CAUCASIA,EDCD,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,261010980.0,2018,Rural,Total Facturado
56,ANTIOQUIA,CAUCASIA,ENDC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,458419049.0,0.0,0.0,0.0,554335930.0,2018,Rural,Total Facturado
57,ANTIOQUIA,CAUCASIA,EPMD,Total Facturado Empresa Departamento y Municipio,2070438511.62,333175364.46,223029029.26,236593842.77,12277853.62,0.0,21614549443,343118267.61,527254862.36,196580965.17,946320007.9,23645325457.79,2018,Rural,Total Facturado
58,ANTIOQUIA,CAUCASIA,CCOC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,603388850.0,2018,Rural,Total Facturado
59,ANTIOQUIA,CAUCASIA,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,14069370,0.0,0.0,0.0,0.0,4703277529.0,2018,Rural,Total Facturado
60,ANTIOQUIA,CAUCASIA,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,167120620.0,2018,Rural,Total Facturado
61,ANTIOQUIA,CHIGORODO,EPMD,Total Facturado Empresa Departamento y Municipio,853625479.31,347711868.34,92079256.47,50626726.2,2052135.33,17960340.37,10614298487,771790048.03,450819245.32,131334735.3,429793350.55,11070788710.92,2018,Rural,Total Facturado
62,ANTIOQUIA,CHIGORODO,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,121436459.0,2018,Rural,Total Facturado
63,ANTIOQUIA,CISNEROS,EPMD,Total Facturado Empresa Departamento y Municipio,53816203.21,149874738.35,49717972.03,14766603.08,7659376.74,0.0,1159484390,69958558.95,13800675.72,12769018.44,94215141.13,5121897566.08,2018,Rural,Total Facturado
64,ANTIOQUIA,CIUDAD BOLIVAR,EPMD,Total Facturado Empresa Departamento y Municipio,277374403.83,812400660.76,379370244.36,74533308.48,17621138.55,3426657.92,3398129918,468561174.13,211265433.08,44758653.15,2693230.57,3300230586.98,2018,Rural,Total Facturado
65,ANTIOQUIA,COCORNA,EPMD,Total Facturado Empresa Departamento y Municipio,293364468.49,892747693.83,111350366.96,3723155.41,0.0,0.0,2166877103,68191513.91,245451679.62,27384646.89,64564183.19,1216586668.25,2018,Rural,Total Facturado
66,ANTIOQUIA,COCORNA,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,108430,0.0,0.0,0.0,0.0,0.0,2018,Rural,Total Facturado
67,ANTIOQUIA,CONCEPCION,EPMD,Total Facturado Empresa Departamento y Municipio,78481829.39,182773150.87,58081826.58,2767643.93,1381176.14,0.0,536390176,22342651.91,30769209.29,8698129.4,40634801.85,694403176.05,2018,Rural,Total Facturado
68,ANTIOQUIA,CONCORDIA,EPMD,Total Facturado Empresa Departamento y Municipio,183125852.0,917130645.33,234470437.63,36772642.27,16401296.6,5580397.72,2115902260,345915857.36,52515988.52,36688357.42,82650035.76,1448186402.71,2018,Rural,Total Facturado
69,ANTIOQUIA,COPACABANA,EPMD,Total Facturado Empresa Departamento y Municipio,336426075.6,2518161046.67,648720828.23,504589498.86,279284368.53,232214206.53,15549148762,3302501709.42,823272548.45,122080073.88,1531187962.81,21047072248.55,2018,Rural,Total Facturado
70,ANTIOQUIA,COPACABANA,NRCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,91916586.0,2018,Rural,Total Facturado
71,ANTIOQUIA,DABEIBA,EPMD,Total Facturado Empresa Departamento y Municipio,470330797.33,188353552.46,9666338.55,267379.97,0.0,0.0,2226459451,36393748.13,46040086.84,30423728.33,77370513.87,1392235867.45,2018,Rural,Total Facturado
72,ANTIOQUIA,DONMATIAS,ENDC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,130733.0,0.0,0.0,0.0,3315930.0,2018,Rural,Total Facturado
73,ANTIOQUIA,DONMATIAS,EPMD,Total Facturado Empresa Departamento y Municipio,183293378.59,1463722434.97,679275758.39,177170598.4,43237742.9,4970719.82,4491140562,991882057.09,855128706.46,438850456.17,3719800.2,9199966175.63,2018,Rural,Total Facturado
74,ANTIOQUIA,DONMATIAS,PEEC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12969944.0,2018,Rural,Total Facturado
75,ANTIOQUIA,EBEJICO,EPMD,Total Facturado Empresa Departamento y Municipio,787447033.49,201592786.4,66186761.03,7952376.1,1164111.08,12371834.93,1270809323,378153233.02,148235421.06,15866814.83,54475513.93,1165396816.39,2018,Rural,Total Facturado
76,ANTIOQUIA,EL BAGRE,EPMD,Total Facturado Empresa Departamento y Municipio,921563798.98,9157924.59,0.0,185150.0,0.0,0.0,11958335740,0.0,9911932.82,26411656.48,393370218.08,6141486874.97,2018,Rural,Total Facturado
77,ANTIOQUIA,EL BAGRE,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,657632170.0,2018,Rural,Total Facturado
78,ANTIOQUIA,EL CARMEN DE VIBORAL,EPMD,Total Facturado Empresa Departamento y Municipio,279349111.56,2290313282.0,973954849.22,197057416.23,106590219.61,38563716.97,8390858760,2544588376.17,292529487.41,75664515.19,457085428.86,7659952800.48,2018,Rural,Total Facturado
79,ANTIOQUIA,EL CARMEN DE VIBORAL,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9167474.0,2018,Rural,Total Facturado
80,ANTIOQUIA,EL SANTUARIO,EPMD,Total Facturado Empresa Departamento y Municipio,108596787.78,816253102.54,557727934.36,68046904.14,15855639.6,758132.77,4024072300,289811045.79,287210872.37,47386489.48,186841230.88,3759166015.49,2018,Rural,Total Facturado
81,ANTIOQUIA,EL SANTUARIO,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82653270.0,2018,Rural,Total Facturado
82,ANTIOQUIA,ENTRERRIOS,EPMD,Total Facturado Empresa Departamento y Municipio,159154249.66,489948034.51,683038414.41,384759779.62,224652437.38,284584106.34,3622031367,3760946677.27,822441359.66,14473617.19,0.0,6829231588.1,2018,Rural,Total Facturado
83,ANTIOQUIA,ENVIGADO,DCLC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,286067353.0,2018,Rural,Total Facturado
84,ANTIOQUIA,ENVIGADO,ENDC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2580527580.0,2018,Rural,Total Facturado
85,ANTIOQUIA,ENVIGADO,EPMD,Total Facturado Empresa Departamento y Municipio,78117475.1,881563590.36,332778299.68,825800403.91,899481854.88,613730615.35,64089574609,959739090.41,1607150253.35,178111842.23,319399182.07,79445718339.03,2018,Rural,Total Facturado
86,ANTIOQUIA,ENVIGADO,NRCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,170227127.0,2018,Rural,Total Facturado
87,ANTIOQUIA,ENVIGADO,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,293728298.0,2018,Rural,Total Facturado
88,ANTIOQUIA,ENVIGADO,ISGC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10441814836.0,2018,Rural,Total Facturado
89,ANTIOQUIA,ENVIGADO,PEEC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50567539.0,2018,Rural,Total Facturado
90,ANTIOQUIA,ENVIGADO,GNCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,1141867090,0.0,0.0,0.0,0.0,913607370.0,2018,Rural,Total Facturado
91,ANTIOQUIA,FREDONIA,EPMD,Total Facturado Empresa Departamento y Municipio,944791895.84,692054252.44,532865438.24,270329043.91,263625043.5,89416101.48,3712578785,702593504.53,143805007.15,28669572.84,170447870.28,2662038894.16,2018,Rural,Total Facturado
92,ANTIOQUIA,FRONTINO,EPMD,Total Facturado Empresa Departamento y Municipio,342483919.0,470738160.58,46753317.98,1066809.39,0.0,782834.85,1768073943,47771834.88,231642114.2,24726602.22,127407029.54,1624790947.26,2018,Rural,Total Facturado
93,ANTIOQUIA,GIRALDO,EPMD,Total Facturado Empresa Departamento y Municipio,152242705.52,91777695.6,3443161.48,0.0,0.0,0.0,543869278,34932433.4,4496659.65,4429521.68,37359506.23,574189372.72,2018,Rural,Total Facturado
94,ANTIOQUIA,GIRARDOTA,CHVC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8853598590.0,2018,Rural,Total Facturado
95,ANTIOQUIA,GIRARDOTA,ENDC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,371159519.0,0.0,0.0,0.0,414335990.0,2018,Rural,Total Facturado
96,ANTIOQUIA,GIRARDOTA,EPSD,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,35754369.3,0.0,0.0,0.0,839622750.0,2018,Rural,Total Facturado
97,ANTIOQUIA,GIRARDOTA,EPMD,Total Facturado Empresa Departamento y Municipio,434972728.62,3167460156.25,532611614.42,351723202.44,190453557.89,214138134.05,8995462068,8795388671.74,800245367.42,63253135.12,31600263.85,34046373962.6,2018,Rural,Total Facturado
98,ANTIOQUIA,GIRARDOTA,NRCC,Total Facturado Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0,56610105.0,0.0,0.0,0.0,56610105.0,2018,Rural,Total Facturado
99,ANTIOQUIA,GIRARDOTA,ETTC,Total Facturado Empresa Departamento y Municipio,0.0,108106.79,0.0,0.0,0.0,0.0,76903,101066681.0,0.0,0.0,0.0,346132736.0,2018,Rural,Total Facturado
