,Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial,year,land_type,data_type
6,ANTIOQUIA,AMAGA,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157769451.0,0.0,0.0,0.0,157769451.0,2018,Rural,Factura Promedio
7,ANTIOQUIA,AMALFI,EPMD,factura promedio Empresa Departamento y Municipio,256036.18,298732.4,365053.36,250083.95,894004.71,998796.63,286165.8,14154292.67,319963.63,637188.33,13189379.27,3311457.63,2018,Rural,Factura Promedio
8,ANTIOQUIA,ANDES,EPMD,factura promedio Empresa Departamento y Municipio,322059.2,370099.46,470844.76,781070.75,902857.58,0.0,377272.69,2799464.0,1242139.21,1811030.15,42150933.82,2358901.31,2018,Rural,Factura Promedio
9,ANTIOQUIA,ANDES,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87059929.0,87059929.0,2018,Rural,Factura Promedio
10,ANTIOQUIA,ANGELOPOLIS,EPMD,factura promedio Empresa Departamento y Municipio,418509.29,422561.52,439746.01,453723.47,204906.92,0.0,421377.95,16245994.75,1846851.76,440713.98,24918983.06,9585919.85,2018,Rural,Factura Promedio
11,ANTIOQUIA,ANGOSTURA,EPMD,factura promedio Empresa Departamento y Municipio,316314.47,405096.12,850243.63,1720723.83,0.0,0.0,359802.74,1848200.6,792376.43,625179.42,1834480.81,1076431.14,2018,Rural,Factura Promedio
12,ANTIOQUIA,ANORI,EPMD,factura promedio Empresa Departamento y Municipio,213091.85,263948.99,282263.35,205595.1,0.0,0.0,230888.65,7640276.55,1055981.99,487531.02,6217343.43,2206953.18,2018,Rural,Factura Promedio
13,ANTIOQUIA,ANZA,EPMD,factura promedio Empresa Departamento y Municipio,260847.8,310271.47,627217.93,617631.37,1734330.93,56785.29,294920.98,2573176.22,344018.55,527501.89,10108570.99,1427372.13,2018,Rural,Factura Promedio
14,ANTIOQUIA,APARTADO,DCLC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
15,ANTIOQUIA,APARTADO,EDCD,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
16,ANTIOQUIA,APARTADO,EPMD,factura promedio Empresa Departamento y Municipio,410250.83,739180.36,1135577.97,2086789.47,4377586.79,0.0,484291.95,21568239.2,14305985.34,6139301.23,151025267.73,19234559.15,2018,Rural,Factura Promedio
17,ANTIOQUIA,APARTADO,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193353708.5,0.0,0.0,0.0,193353708.5,2018,Rural,Factura Promedio
18,ANTIOQUIA,APARTADO,PEEC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
19,ANTIOQUIA,APARTADO,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
20,ANTIOQUIA,ARBOLETES,EPMD,factura promedio Empresa Departamento y Municipio,317107.21,494721.43,839494.3,1171939.4,1261152.67,2249218.48,337376.35,4578967.18,1124462.41,875656.21,11904971.18,4074577.52,2018,Rural,Factura Promedio
21,ANTIOQUIA,ARBOLETES,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
22,ANTIOQUIA,ARGELIA,EPMD,factura promedio Empresa Departamento y Municipio,184877.87,226771.55,138443.51,0.0,0.0,0.0,203502.38,922333.4,180168.84,433205.6,11395707.41,995576.69,2018,Rural,Factura Promedio
23,ANTIOQUIA,ARMENIA,EPMD,factura promedio Empresa Departamento y Municipio,307115.16,333438.95,511538.6,873162.63,1112203.67,1005251.54,358381.43,2958379.69,693783.16,271546.02,15999456.7,2008829.79,2018,Rural,Factura Promedio
24,ANTIOQUIA,BARBOSA,EPMD,factura promedio Empresa Departamento y Municipio,386733.05,496823.17,802757.86,1288756.58,1577261.7,2286537.62,556309.21,96726812.88,5170611.95,8478714.04,67638321.93,22526725.26,2018,Rural,Factura Promedio
25,ANTIOQUIA,BARBOSA,ISGC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
26,ANTIOQUIA,BELLO,DCLC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
27,ANTIOQUIA,BELLO,ENDC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
28,ANTIOQUIA,BELLO,EPMD,factura promedio Empresa Departamento y Municipio,382157.84,646296.04,910729.75,1254998.32,1270715.71,1058756.57,507631.0,14324852.07,4577610.19,16789720.09,5117073.35,7580493.39,2018,Rural,Factura Promedio
29,ANTIOQUIA,BELLO,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
30,ANTIOQUIA,BELLO,ISGC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
31,ANTIOQUIA,BELLO,PEEC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
32,ANTIOQUIA,BELLO,TPLC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
33,ANTIOQUIA,BELLO,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
34,ANTIOQUIA,BELMIRA,EPMD,factura promedio Empresa Departamento y Municipio,536099.37,666426.97,1036883.05,1231252.48,726367.98,280024.26,750993.52,3414884.74,1420534.33,845777.0,16781561.56,2308716.49,2018,Rural,Factura Promedio
35,ANTIOQUIA,BETANIA,EPMD,factura promedio Empresa Departamento y Municipio,332880.49,434596.53,565711.59,660866.12,0.0,1146867.24,445987.21,1786818.27,846284.94,300289.99,39903902.48,1581839.91,2018,Rural,Factura Promedio
36,ANTIOQUIA,BETULIA,EPMD,factura promedio Empresa Departamento y Municipio,311470.72,351776.03,432831.43,423725.33,449873.97,2388752.51,335518.64,1964040.62,513405.62,684427.77,6622401.11,1419451.82,2018,Rural,Factura Promedio
37,ANTIOQUIA,BETULIA,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
38,ANTIOQUIA,BRICENO,EPMD,factura promedio Empresa Departamento y Municipio,232340.13,238483.79,276404.32,324432.22,773612.46,0.0,238075.08,957035.59,1464444.69,445612.54,7724615.7,1196549.87,2018,Rural,Factura Promedio
39,ANTIOQUIA,BURITICA,EPMD,factura promedio Empresa Departamento y Municipio,208214.58,320826.81,550374.87,77107.31,0.0,0.0,256247.94,52053679.01,887192.25,785591.9,29739887.4,11696726.46,2018,Rural,Factura Promedio
40,ANTIOQUIA,CACERES,EPMD,factura promedio Empresa Departamento y Municipio,328221.43,670226.38,1217472.29,1103575.35,2095706.53,609452.66,410663.78,4801568.62,892803.95,10729596.1,106563.07,6453225.22,2018,Rural,Factura Promedio
41,ANTIOQUIA,CAICEDO,EPMD,factura promedio Empresa Departamento y Municipio,225312.2,209050.5,179221.3,0.0,0.0,0.0,216984.49,0.0,284664.1,413182.31,7912451.47,808388.67,2018,Rural,Factura Promedio
42,ANTIOQUIA,CALDAS,EPMD,factura promedio Empresa Departamento y Municipio,471766.77,556475.02,891976.46,1040393.03,1067101.68,1475537.74,563722.69,24024857.96,2778195.47,7219276.81,1591000.62,8882536.44,2018,Rural,Factura Promedio
43,ANTIOQUIA,CALDAS,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12853058.0,3292558.25,60398052.0,14403557.17,2018,Rural,Factura Promedio
44,ANTIOQUIA,CALDAS,ISGC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
45,ANTIOQUIA,CALDAS,PEEC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
46,ANTIOQUIA,CALDAS,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
47,ANTIOQUIA,CAMPAMENTO,EPMD,factura promedio Empresa Departamento y Municipio,300169.6,372357.27,246853.02,842954.38,0.0,0.0,354624.11,2534227.22,1079499.95,643112.81,253394.91,1616870.48,2018,Rural,Factura Promedio
48,ANTIOQUIA,CANASGORDAS,EPMD,factura promedio Empresa Departamento y Municipio,245137.36,263142.65,247303.2,96963.47,0.0,0.0,254638.32,2177074.03,1564109.54,467479.82,7242081.0,1307552.13,2018,Rural,Factura Promedio
49,ANTIOQUIA,CARACOLI,EPMD,factura promedio Empresa Departamento y Municipio,294646.4,363870.33,529672.42,406386.67,1012288.16,0.0,337587.6,4357802.91,283127.26,628274.17,15074348.79,1893508.78,2018,Rural,Factura Promedio
50,ANTIOQUIA,CARACOLI,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
51,ANTIOQUIA,CARAMANTA,EPMD,factura promedio Empresa Departamento y Municipio,277359.1,269092.27,280381.97,333229.32,951439.27,1995168.6,275773.56,681366.74,1359421.54,219724.49,21358199.22,1488591.14,2018,Rural,Factura Promedio
52,ANTIOQUIA,CAREPA,EPMD,factura promedio Empresa Departamento y Municipio,416044.12,616575.2,793285.6,817559.45,0.0,0.0,476484.35,23674894.11,5594291.62,28548958.03,15819554.76,16991192.87,2018,Rural,Factura Promedio
53,ANTIOQUIA,CAREPA,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
54,ANTIOQUIA,CAROLINA,EPMD,factura promedio Empresa Departamento y Municipio,352614.42,466867.45,537095.23,1194683.08,713239.56,598491.94,509247.97,3142837.18,1725276.28,819989.97,0.0,1719658.61,2018,Rural,Factura Promedio
55,ANTIOQUIA,CAUCASIA,EDCD,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
56,ANTIOQUIA,CAUCASIA,ENDC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458419049.0,0.0,0.0,0.0,458419049.0,2018,Rural,Factura Promedio
57,ANTIOQUIA,CAUCASIA,EPMD,factura promedio Empresa Departamento y Municipio,509709.14,974196.97,1559643.56,1643012.8,3069463.4,0.0,612463.17,16338965.12,4665972.23,2113773.82,78860000.66,8423741.02,2018,Rural,Factura Promedio
58,ANTIOQUIA,CAUCASIA,CCOC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
59,ANTIOQUIA,CAUCASIA,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
60,ANTIOQUIA,CAUCASIA,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
61,ANTIOQUIA,CHIGORODO,EPMD,factura promedio Empresa Departamento y Municipio,403224.13,590342.73,939584.25,1489021.36,513033.83,1197356.02,477443.4,13540176.28,7772745.61,3549587.44,71632225.09,11289477.08,2018,Rural,Factura Promedio
62,ANTIOQUIA,CHIGORODO,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
63,ANTIOQUIA,CISNEROS,EPMD,factura promedio Empresa Departamento y Municipio,340608.88,364658.73,473504.5,868623.71,1914844.18,0.0,396884.74,2119956.33,1150056.31,751118.73,47107570.56,2980365.54,2018,Rural,Factura Promedio
64,ANTIOQUIA,CIUDAD BOLIVAR,EPMD,factura promedio Empresa Departamento y Municipio,403747.31,436305.4,574803.4,887301.29,1601921.69,1713328.96,473298.98,3632257.16,1487784.74,1147657.77,673307.64,2316173.54,2018,Rural,Factura Promedio
65,ANTIOQUIA,COCORNA,EPMD,factura promedio Empresa Departamento y Municipio,250310.98,288076.05,421781.69,286396.57,0.0,0.0,286100.63,3788417.44,2383026.02,391209.24,7173798.13,2027960.12,2018,Rural,Factura Promedio
66,ANTIOQUIA,COCORNA,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
67,ANTIOQUIA,CONCEPCION,EPMD,factura promedio Empresa Departamento y Municipio,232883.77,258154.17,297855.52,276764.39,460392.05,0.0,257963.02,4468530.38,1809953.49,395369.52,20317400.92,2227060.71,2018,Rural,Factura Promedio
68,ANTIOQUIA,CONCORDIA,EPMD,factura promedio Empresa Departamento y Municipio,279581.45,360507.33,549111.1,693823.44,1261638.2,1116079.54,376922.17,2488603.29,739661.81,705545.34,27550011.92,1953849.96,2018,Rural,Factura Promedio
69,ANTIOQUIA,COPACABANA,EPMD,factura promedio Empresa Departamento y Municipio,491132.96,584802.84,951203.56,1367451.22,1682435.96,1903395.14,713964.62,35510771.07,4929775.74,5086669.74,191398495.35,19791240.73,2018,Rural,Factura Promedio
70,ANTIOQUIA,COPACABANA,NRCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
71,ANTIOQUIA,DABEIBA,EPMD,factura promedio Empresa Departamento y Municipio,203871.17,247183.14,241658.46,133689.98,0.0,0.0,214920.63,18196874.06,2557782.6,366550.94,12895085.64,1745211.72,2018,Rural,Factura Promedio
72,ANTIOQUIA,DONMATIAS,ENDC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130733.0,0.0,0.0,0.0,130733.0,2018,Rural,Factura Promedio
73,ANTIOQUIA,DONMATIAS,EPMD,factura promedio Empresa Departamento y Municipio,416575.86,763150.38,1215162.36,1293216.05,1729509.72,2485359.91,828195.6,6122728.75,2928522.97,6095145.22,3719800.2,4344556.02,2018,Rural,Factura Promedio
74,ANTIOQUIA,DONMATIAS,PEEC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
75,ANTIOQUIA,EBEJICO,EPMD,factura promedio Empresa Departamento y Municipio,254261.23,307775.25,590953.22,418546.11,388037.03,618591.75,275656.66,16441444.91,3615498.07,377781.31,13618878.48,5424827.12,2018,Rural,Factura Promedio
76,ANTIOQUIA,EL BAGRE,EPMD,factura promedio Empresa Departamento y Municipio,355678.81,763160.38,0.0,92575.0,0.0,0.0,357353.89,0.0,583054.87,561950.14,20703695.69,5177033.82,2018,Rural,Factura Promedio
77,ANTIOQUIA,EL BAGRE,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
78,ANTIOQUIA,EL CARMEN DE VIBORAL,EPMD,factura promedio Empresa Departamento y Municipio,364685.52,521236.52,670306.16,817665.63,1076668.88,988813.26,555753.52,21564308.27,2267670.45,1401194.73,57135678.61,10905721.06,2018,Rural,Factura Promedio
79,ANTIOQUIA,EL CARMEN DE VIBORAL,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
80,ANTIOQUIA,EL SANTUARIO,EPMD,factura promedio Empresa Departamento y Municipio,317534.47,330868.71,380182.64,635952.38,440434.43,758132.77,354578.85,9348743.41,4786847.87,1184662.24,62280410.29,6054101.78,2018,Rural,Factura Promedio
81,ANTIOQUIA,EL SANTUARIO,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
82,ANTIOQUIA,ENTRERRIOS,EPMD,factura promedio Empresa Departamento y Municipio,624134.31,1139414.03,1417092.15,1687542.89,1782955.85,2432342.79,1359058.01,16495380.16,2477233.01,761769.33,0.0,7941039.13,2018,Rural,Factura Promedio
83,ANTIOQUIA,ENVIGADO,DCLC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
84,ANTIOQUIA,ENVIGADO,ENDC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
85,ANTIOQUIA,ENVIGADO,EPMD,factura promedio Empresa Departamento y Municipio,765857.6,834024.21,1241710.07,1872563.27,2193858.18,1826579.21,1389239.57,3608041.69,5038088.57,6850455.47,19962448.88,4887400.91,2018,Rural,Factura Promedio
86,ANTIOQUIA,ENVIGADO,NRCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
87,ANTIOQUIA,ENVIGADO,ETTC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
88,ANTIOQUIA,ENVIGADO,ISGC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
89,ANTIOQUIA,ENVIGADO,PEEC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
90,ANTIOQUIA,ENVIGADO,GNCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
91,ANTIOQUIA,FREDONIA,EPMD,factura promedio Empresa Departamento y Municipio,428477.05,473361.32,765611.26,1072734.3,1298645.53,1902470.24,574117.53,5666076.65,1250478.32,637101.62,24349695.75,3592838.33,2018,Rural,Factura Promedio
92,ANTIOQUIA,FRONTINO,EPMD,factura promedio Empresa Departamento y Municipio,216761.97,303506.23,356895.56,152401.34,0.0,156566.97,263233.06,2514307.1,2573801.27,457900.04,21234504.92,2553535.98,2018,Rural,Factura Promedio
93,ANTIOQUIA,GIRALDO,EPMD,factura promedio Empresa Departamento y Municipio,219369.89,237766.05,229544.1,0.0,0.0,0.0,225994.12,17466216.7,562082.46,260560.1,37359506.23,2900647.18,2018,Rural,Factura Promedio
94,ANTIOQUIA,GIRARDOTA,CHVC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
95,ANTIOQUIA,GIRARDOTA,ENDC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371159519.0,0.0,0.0,0.0,371159519.0,2018,Rural,Factura Promedio
96,ANTIOQUIA,GIRARDOTA,EPSD,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35754369.3,0.0,0.0,0.0,35754369.3,2018,Rural,Factura Promedio
97,ANTIOQUIA,GIRARDOTA,EPMD,factura promedio Empresa Departamento y Municipio,443397.28,549906.28,881807.31,1337350.58,1656117.89,2079011.01,625013.98,65637228.89,3704839.66,1581328.38,4514323.41,24409288.26,2018,Rural,Factura Promedio
98,ANTIOQUIA,GIRARDOTA,NRCC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28305052.5,0.0,0.0,0.0,28305052.5,2018,Rural,Factura Promedio
99,ANTIOQUIA,GIRARDOTA,ETTC,factura promedio Empresa Departamento y Municipio,0.0,108106.79,0.0,0.0,0.0,0.0,108106.79,50533340.5,0.0,0.0,0.0,50533340.5,2018,Rural,Factura Promedio
100,ANTIOQUIA,GIRARDOTA,ISGC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Rural,Factura Promedio
101,ANTIOQUIA,GIRARDOTA,ITLC,factura promedio Empresa Departamento y Municipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595977621.0,0.0,0.0,0.0,1595977621.0,2018,Rural,Factura Promedio
